item_no,url,dispozice,cena,metry,cena_na_metr,realitka,ulice,ctvrt,podctvrt
IDNES5fd3b9158e556367195114d3,https://reality.idnes.cz/detail/prodej/byt/praha-5-radlicka/5fd3b9158e556367195114d3/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=91,3+kk 72 m²,7650000,N/A,N/A,Obchod s realitami.cz,Radlická,Praha 5,"Smíchov, okres Praha"
IDNES5fd3b416bbd69a37447bae63,https://reality.idnes.cz/detail/prodej/byt/praha-5-chmelarska/5fd3b416bbd69a37447bae63/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=91,3+kk 88 m²,8810000,N/A,N/A,Stodůlky realitní kancelář s.r.o.,Chmelařská,Praha 5,Jinonice
IDNES5f087368558f073f610f7612,https://reality.idnes.cz/detail/prodej/byt/praha-6-mydlarka/5f087368558f073f610f7612/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=91,1+kk 32 m²,3850000,N/A,N/A,Realitní kancelář - Mandík,Mydlářka,Praha 6,Dejvice
IDNES5f880753269ead106c2e2992,https://reality.idnes.cz/detail/prodej/byt/praha-6-mydlarka/5f880753269ead106c2e2992/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=91,2+1 78 m²,7990000,N/A,N/A,Realitní kancelář - Mandík,Mydlářka,Praha 6,Dejvice
IDNES5fd3abc57a777617b47f8882,https://reality.idnes.cz/detail/prodej/byt/praha-8-za-karlinskym-pristavem/5fd3abc57a777617b47f8882/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=91,3+kk 74 m²,N/A,N/A,N/A,Stodůlky realitní kancelář s.r.o.,Za Karlínským přístavem,Praha 8,Karlín
IDNES5ee8e4d237ba4d2123175d93,https://reality.idnes.cz/detail/prodej/byt/praha-6-vaclavkova/5ee8e4d237ba4d2123175d93/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=91,3+1 113 m²,14800000,N/A,N/A,Jaroš Real Estate s.r.o.,Václavkova,Praha 6,Dejvice
IDNES5fd3a3673857f31b9b08b352,https://reality.idnes.cz/detail/prodej/byt/praha-k-beranovu/5fd3a3673857f31b9b08b352/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=91,2+kk 78 m²,6390000,N/A,N/A,Realitní kancelář Weber a spol.,K Beranovu,Praha,
IDNES5fd3a81e8fbc994ede2f4323,https://reality.idnes.cz/detail/prodej/byt/praha-3-konevova/5fd3a81e8fbc994ede2f4323/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=91,1+1 37 m²,3990000,N/A,N/A,Grygar s.r.o.,Koněvova,Praha 3,Žižkov
IDNES5fd3968dc59b02387d3b0b32,https://reality.idnes.cz/detail/prodej/byt/praha-6-na-hubalce/5fd3968dc59b02387d3b0b32/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=91,4+1 167 m²,N/A,N/A,N/A,Vila Gregr,Na Hubálce,Praha 6,Střešovice
IDNES5fcba15f43a0c23e4945e1bf,https://reality.idnes.cz/detail/prodej/byt/praha-konevova/5fcba15f43a0c23e4945e1bf/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=91,2+1 58 m²,5399000,N/A,N/A,REINS ČR s.r.o.,Koněvova,Praha,
IDNES5fd39a45c8b0bc5cc6764b43,https://reality.idnes.cz/detail/prodej/byt/praha-9-chotesovska/5fd39a45c8b0bc5cc6764b43/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=91,3+kk 69 m²,6850000,N/A,N/A,RE/MAX Czech Republic,Chotěšovská,Praha 9,Letňany
IDNES5fd392b087486b473f197922,https://reality.idnes.cz/detail/prodej/byt/praha-6-na-hubalce/5fd392b087486b473f197922/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=91,2+kk 67 m²,N/A,N/A,N/A,Vila Gregr,Na Hubálce,Praha 6,Střešovice
IDNES5fd39147f1153a11cb7ab252,https://reality.idnes.cz/detail/prodej/byt/praha-15-vajdova/5fd39147f1153a11cb7ab252/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=91,3+1 71 m²,N/A,N/A,N/A,Jihoměstské reality s.r.o.,Vajdova,Praha 10,Hostivař
IDNES5fd39156dc91ef223a0d78e3,https://reality.idnes.cz/detail/prodej/byt/praha-2-neklanova/5fd39156dc91ef223a0d78e3/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=91,2+kk 41 m²,4550000,N/A,N/A,GAUDÍ s.r.o.,Neklanova,Praha 2,"Vyšehrad, okres Praha"
IDNES5fd38bf701e05221e56883a6,https://reality.idnes.cz/detail/prodej/byt/praha-3-jana-zelivskeho/5fd38bf701e05221e56883a6/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=91,2+kk 49 m²,4600000,N/A,N/A,Ypsilon reality s.r.o.,Jana Želivského,Praha 3,Žižkov
IDNES5fbbd95f2c2359279d25a293,https://reality.idnes.cz/detail/prodej/byt/praha-4-matuskova/5fbbd95f2c2359279d25a293/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=91,3+1 72 m²,5499000,N/A,N/A,AZUR REAL ESTATE s.r.o.,Matúškova,Praha 4,"Háje, okres Praha"
IDNES5fc4e4d360c72d5d14372ee3,https://reality.idnes.cz/detail/prodej/byt/praha-5-tvrdonicka/5fc4e4d360c72d5d14372ee3/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=91,2+kk 70 m²,5990000,N/A,N/A,AZUR REAL ESTATE s.r.o.,Tvrdonická,Praha 5,"Zličín, okres Praha"
IDNES5fd369e60406196717234303,https://reality.idnes.cz/detail/prodej/byt/praha-1/5fd369e60406196717234303/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=91,1+kk 32 m²,4818540,N/A,N/A,M&M reality holding a. s.,,Praha 1,Vinohrady
IDNES5f5a5448dabd1c5e19488083,https://reality.idnes.cz/detail/prodej/byt/praha-5-dubrovnicka/5f5a5448dabd1c5e19488083/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=92,1+1 27 m²,3000000,N/A,N/A,RE/MAX Czech Republic,Dubrovnická,Praha 5,Košíře
IDNES5fd356057df59108ea0edfa3,https://reality.idnes.cz/detail/prodej/byt/praha-9-trytova/5fd356057df59108ea0edfa3/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=92,1+1 48 m²,3600000,N/A,N/A,MAX Reality Service s.r.o.,Trytova,Praha 9,Černý Most
IDNES5f330c6d558f074ff75fd9f3,https://reality.idnes.cz/detail/prodej/byt/praha-4-na-lysinach/5f330c6d558f074ff75fd9f3/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=92,3+kk 86 m²,N/A,N/A,N/A,"REALCOM ESTATE, s.r.o.",Na lysinách,Praha 4,Hodkovičky
IDNES5fd348bbd621ef35907c1ab3,https://reality.idnes.cz/detail/prodej/byt/praha-7-milady-horakove/5fd348bbd621ef35907c1ab3/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=92,3+1 108 m²,11700000,N/A,N/A,Mgr. Jan Vodenka,Milady Horákové,Praha 7,Bubeneč
IDNES5f48bd3937ba4d0345032b23,https://reality.idnes.cz/detail/prodej/byt/praha-9-dolezalova/5f48bd3937ba4d0345032b23/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=92,4+1 98 m²,6999000,N/A,N/A,Realog,Doležalova,Praha 9,Černý Most
IDNES5f4f7cb6fb304228ad7ef833,https://reality.idnes.cz/detail/prodej/byt/praha-1-smetanovo-nabrezi/5f4f7cb6fb304228ad7ef833/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=92,2+kk 54 m²,9990000,N/A,N/A,Realog,Smetanovo nábřeží,Praha 1,Staré Město
IDNES5ebeb1e137ba4d0a0e5c59f3,https://reality.idnes.cz/detail/prodej/byt/praha-9-kovarska/5ebeb1e137ba4d0a0e5c59f3/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=92,4+kk 101 m²,11973400,N/A,N/A,GARTAL Real Estate and Development s.r.o.,Kovářská,Praha 9,Libeň
IDNES5fd3424fe6ef7228b6183232,https://reality.idnes.cz/detail/prodej/byt/praha-trebonska/5fd3424fe6ef7228b6183232/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=92,2+1 45 m²,4999000,N/A,N/A,Jitka Krajňáková,Třeboňská,Praha,
IDNES5fd33819607edc1df975bb22,https://reality.idnes.cz/detail/prodej/byt/praha-13-zazvorkova/5fd33819607edc1df975bb22/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=92,3+1 83 m²,N/A,N/A,N/A,Stodůlky realitní kancelář s.r.o.,Zázvorkova,Praha 5,Stodůlky
IDNES5fd33c46d66dad3f66574f43,https://reality.idnes.cz/detail/prodej/byt/praha-4-na-komorsku/5fd33c46d66dad3f66574f43/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=92,3+kk 85 m²,9900000,N/A,N/A,M&M reality holding a. s.,Na Komořsku,Praha 4,Modřany
IDNES5fd338bffd74d16ede60b513,https://reality.idnes.cz/detail/prodej/byt/praha-8-olstynska/5fd338bffd74d16ede60b513/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=92,4+kk 91 m²,7140000,N/A,N/A,M&M reality holding a. s.,Olštýnská,Praha 8,Troja
IDNES5fd338aea3789340117401d3,https://reality.idnes.cz/detail/prodej/byt/praha-5-bellusova/5fd338aea3789340117401d3/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=92,4+kk 78 m²,5950000,N/A,N/A,RE/MAX Czech Republic,Bellušova,Praha 5,Stodůlky
IDNES5dd548be37ba4d6f1f2952e3,https://reality.idnes.cz/detail/prodej/byt/praha-3-zverinova/5dd548be37ba4d6f1f2952e3/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=92,3+kk 109 m²,13017692,N/A,N/A,AM House,Zvěřinova,Praha 3,Strašnice
IDNES5f917ef739d1010ec1726eb3,https://reality.idnes.cz/detail/prodej/byt/praha-3-zverinova/5f917ef739d1010ec1726eb3/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=92,3+kk 113 m²,9600000,N/A,N/A,AM House,Zvěřinova,Praha 3,Strašnice
IDNES5f8f3d14c456184338349083,https://reality.idnes.cz/detail/prodej/byt/praha-4-imrychova/5f8f3d14c456184338349083/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=92,3+1 81 m²,7490000,N/A,N/A,RE/MAX Czech Republic,Imrychova,Praha 4,Kamýk
SREALITY1653763164,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-nove-mesto-u-pujcovny/1653763164#img=0&fullscreen=false,1+kk,6900000,37,186486,ARCHER reality Praha,U Půjčovny,Praha 1,Nové Město
SREALITY3148926044,https://www.sreality.cz/detail/prodej/byt/5+1/praha-nove-mesto-gorazdova/3148926044#img=0&fullscreen=false,5+1,26650000,220,121136,ARCHER reality Praha,Gorazdova,Praha 2,Nové Město
SREALITY3551149916,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-karlin-rohanske-nabrezi/3551149916#img=0&fullscreen=false,3+kk,12068000,87,138712,"Sekyra Group, a.s.",Rohanské nábřeží,Praha,Karlín
SREALITY2456669788,https://www.sreality.cz/detail/prodej/byt/2+1/praha-zizkov-borivojova/2456669788#img=0&fullscreen=false,2+1,8633000,76,113592,"PSN, s.r.o.",Bořivojova,Praha 3,Žižkov
SREALITY3651448412,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-hodkovicky-sifarska/3651448412#img=0&fullscreen=false,4+kk,18887000,270,69951,"REAL DEVELOPMENT 2001, a.s.",Šífařská,Praha 4,Hodkovičky
SREALITY1637756508,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-modrany-vorarska/1637756508#img=0&fullscreen=false,1+kk,4307000,40,107675,"Sekyra Group, a.s.",Vorařská,Praha 4,Modřany
SREALITY334352220,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-borivojova/334352220#img=0&fullscreen=false,2+kk,5650000,49,115306,N/A,Bořivojova,Praha 3,Žižkov
SREALITY1351773276,https://www.sreality.cz/detail/prodej/byt/3+1/praha-prosek-litomericka/1351773276#img=0&fullscreen=false,3+1,4650000,62,75000,ARCHER reality Praha,Litoměřická,Praha 9,Prosek
SREALITY1688304732,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-libus-na-domovine/1688304732#img=0&fullscreen=false,3+kk,5300000,57,92982,ARCHER reality Praha,Na domovině,Praha 4,Libuš
SREALITY1968471132,https://www.sreality.cz/detail/prodej/byt/2+1/praha-zabehlice-jasminova/1968471132#img=0&fullscreen=false,2+1,4500000,54,83333,ARCHER reality Praha,Jasmínová,Praha 10,Záběhlice
SREALITY1492651100,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-kosire-zahradnickova/1492651100#img=0&fullscreen=false,1+kk,4100000,35,117142,ARCHER reality Praha,Zahradníčkova,Praha 5,Košíře
SREALITY2335861852,https://www.sreality.cz/detail/prodej/byt/3+1/praha-brevnov-heleny-malirove/2335861852#img=0&fullscreen=false,3+1,13400000,106,126415,ARCHER reality Praha,Heleny Malířové,Praha 6,Břevnov
SREALITY1756961884,https://www.sreality.cz/detail/prodej/byt/3+1/praha-chodov-benkova/1756961884#img=0&fullscreen=false,3+1,6500000,73,89041,ARCHER reality Praha,Benkova,Praha 4,Chodov
SREALITY1935170652,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-cerny-most-dolezalova/1935170652#img=0&fullscreen=false,2+kk,3850000,46,83695,ARCHER reality Praha,Doležalova,Praha 9,Černý Most
SREALITY336387164,https://www.sreality.cz/detail/prodej/byt/2+1/praha-brevnov-zeyerova-alej/336387164#img=0&fullscreen=false,2+1,5400000,54,100000,ARCHER reality Praha,Zeyerova alej,Praha 6,Břevnov
SREALITY671534172,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-uhrineves-karla-guta/671534172#img=0&fullscreen=false,4+kk,7890000,87,90689,ARCHER reality Praha,Karla Guta,Praha 10,Uhříněves
SREALITY2384735324,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-prosek-veltruska/2384735324#img=0&fullscreen=false,3+kk,5100000,61,83606,ARCHER reality Praha,Veltruská,Praha 9,Prosek
SREALITY2080836700,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-stodulky-kurzova/2080836700#img=0&fullscreen=false,3+kk,5750000,80,71875,ARCHER reality Praha,Kurzova,Praha 5,Stodůlky
SREALITY1664928860,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kosire-prachnerova/1664928860#img=0&fullscreen=false,2+kk,5690000,66,86212,ARCHER reality Praha,Prachnerova,Praha 5,Košíře
SREALITY2106846300,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-dolni-chabry-k-beranovu/2106846300#img=0&fullscreen=false,4+kk,9500000,107,88785,ARCHER reality Praha,K Beranovu,Praha 8,Dolní Chabry
SREALITY668064860,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-uhrineves-vaclava-trojana/668064860#img=0&fullscreen=false,3+kk,7100000,84,84523,ARCHER reality Praha,Václava Trojana,Praha 10,Uhříněves
SREALITY3321551964,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-strizkov-rumburska/3321551964#img=0&fullscreen=false,3+kk,5399000,61,88508,ARCHER reality Praha,Rumburská,Praha 9,Střížkov
SREALITY3940871260,https://www.sreality.cz/detail/prodej/byt/2+1/praha-strasnice-kratka/3940871260#img=0&fullscreen=false,2+1,4950000,49,101020,ARCHER reality Praha,Krátká,Praha 10,Strašnice
SREALITY3074227292,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-strasnice-prubezna/3074227292#img=0&fullscreen=false,2+kk,6000000,63,95238,ARCHER reality Praha,Průběžná,Praha 10,Strašnice
SREALITY3651448412,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-hodkovicky-sifarska/3651448412#img=0&fullscreen=false,4+kk,18887000,270,69951,"REAL DEVELOPMENT 2001, a.s.",Šífařská,Praha 4,Hodkovičky
SREALITY3042058076,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-cerny-most-bryksova/3042058076#img=0&fullscreen=false,3+kk,5900000,61,96721,N/A,Bryksova,Praha,Černý Most
SREALITY1803328604,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-vysocany-u-elektry/1803328604#img=0&fullscreen=false,1+kk,2599000,23,113000,N/A,U Elektry,Praha 9,Vysočany
SREALITY1222933596,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-modrany-fikerova/1222933596#img=0&fullscreen=false,2+kk,6920000,69,100289,N/A,Fikerova,Praha 4,Modřany
SREALITY2591886940,https://www.sreality.cz/detail/prodej/byt/atypická/praha-nove-mesto-dlazdena/2591886940#img=0&fullscreen=false,atypická,40251000,N/A,N/A,"PSN, s.r.o.",Dlážděná,Praha 1,Nové Město
SREALITY575102812,https://www.sreality.cz/detail/prodej/byt/3+1/praha-holesovice-dobrovskeho/575102812#img=0&fullscreen=false,3+1,12075000,102,118382,MAXIMA REALITY,Dobrovského,Praha 7,Holešovice
SREALITY1765051996,https://www.sreality.cz/detail/prodej/byt/5+1/praha-vinohrady-legerova/1765051996#img=0&fullscreen=false,5+1,14490000,145,99931,MAXIMA REALITY,Legerova,Praha 2,Vinohrady
SREALITY4269882460,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-praha-4-/4269882460#img=0&fullscreen=false,4+kk,13990000,158,88544,MAXIMA REALITY,,Praha 4,
SREALITY3826433628,https://www.sreality.cz/detail/prodej/byt/4+1/praha-stare-mesto-dlouha/3826433628#img=0&fullscreen=false,4+1,15990000,95,168315,MAXIMA REALITY,Dlouhá,Praha 1,Staré Město
SREALITY2389614428,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-libus-meteorologicka/2389614428#img=0&fullscreen=false,3+kk,8500000,90,94444,MAXIMA REALITY,Meteorologická,Praha 4,Libuš
SREALITY1739210588,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-karlin-rohanske-nabrezi/1739210588#img=0&fullscreen=false,3+kk,11088000,82,135219,"Sekyra Group, a.s.",Rohanské nábřeží,Praha,Karlín
SREALITY795135580,https://www.sreality.cz/detail/prodej/byt/atypická/praha-modrany-ceskoslovenskeho-exilu/795135580#img=0&fullscreen=false,atypická,1,N/A,N/A,"PSN, s.r.o.",Československého exilu,Praha 4,Modřany
SREALITY1044446812,https://www.sreality.cz/detail/prodej/byt/2+1/praha-bubenec-rooseveltova/1044446812#img=0&fullscreen=false,2+1,8900000,71,125352,Duna House,Rooseveltova,Praha 6,Bubeneč
SREALITY2249314140,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-hrdlorezy-ucnovska/2249314140#img=0&fullscreen=false,4+kk,11490000,127,90472,N/A,Učňovská,Praha 9,Hrdlořezy
SREALITY111029852,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-smichov-za-zenskymi-domovy/111029852#img=0&fullscreen=false,2+kk,8853000,66,134136,"Sekyra Group, a.s.",Za Ženskými domovy,Praha,Smíchov
SREALITY828694364,https://www.sreality.cz/detail/prodej/byt/4+1/praha-zizkov-slavikova/828694364#img=0&fullscreen=false,4+1,16900000,130,130000,Reality for you,Slavíkova,Praha 3,Žižkov
SREALITY571825756,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-liben-namesti-dr--vaclava-holeho/571825756#img=0&fullscreen=false,1+kk,4057000,31,130870,"PSN, s.r.o.",náměstí Dr. Václava Holého,Praha 8,Libeň
SREALITY2989969244,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-liben-konselska/2989969244#img=0&fullscreen=false,1+kk,3447000,61,56508,"PSN, s.r.o.",Konšelská,Praha 8,Libeň
SREALITY661290844,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-jinonice-peroutkova/661290844#img=0&fullscreen=false,2+kk,4797000,65,73800,"PSN, s.r.o.",Peroutkova,Praha 5,Jinonice
SREALITY3215240284,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-nusle-sekaninova/3215240284#img=0&fullscreen=false,3+kk,8260000,81,101975,Duna House,Sekaninova,Praha 2,Nusle
SREALITY1352007260,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-jinonice-peroutkova/1352007260#img=0&fullscreen=false,2+kk,4790000,65,73692,"PSN, s.r.o.",Peroutkova,Praha 5,Jinonice
SREALITY2882468956,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-kyje-herdovska/2882468956#img=0&fullscreen=false,3+kk,10980200,101,108714,GARTAL,Herdovská,Praha 9,Kyje
SREALITY3821460572,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-liben-kovarska/3821460572#img=0&fullscreen=false,2+kk,5645250,48,117609,GARTAL,Kovářská,Praha 9,Libeň
SREALITY571997788,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hloubetin-konzumni/571997788#img=0&fullscreen=false,2+kk,5431018,55,98745,GARTAL,Konzumní,Praha 9,Hloubětín
SREALITY1651493980,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-zabehlice-choceradska/1651493980#img=0&fullscreen=false,1+kk,3947724,37,106695,GARTAL,Choceradská,Praha 4,Záběhlice
SREALITY2740415580,https://www.sreality.cz/detail/prodej/byt/1+1/praha-branik-mezivrsi/2740415580#img=0&fullscreen=false,1+1,4500000,73,61643,"REDOT, s.r.o.",Mezivrší,Praha 4,Braník
SREALITY1272594268,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-karlin-rohanske-nabrezi/1272594268#img=0&fullscreen=false,1+kk,6394000,46,139000,"Sekyra Group, a.s.",Rohanské nábřeží,Praha,Karlín
SREALITY796151644,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-liben-konselska/796151644#img=0&fullscreen=false,2+kk,4798000,40,119950,"PSN, s.r.o.",Konšelská,Praha 8,Libeň
SREALITY4053675612,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-smichov-za-zenskymi-domovy/4053675612#img=0&fullscreen=false,2+kk,7722000,55,140400,"Sekyra Group, a.s.",Za Ženskými domovy,Praha,Smíchov
SREALITY3644734556,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-nusle-u-pernstejnskych/3644734556#img=0&fullscreen=false,1+kk,3350000,22,152272,Duna House,U Pernštejnských,Praha 4,Nusle
SREALITY2979933788,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-praha-12-/2979933788#img=0&fullscreen=false,2+kk,6265000,53,118207,"Sekyra Group, a.s.",,Praha 4,Praha 12
SREALITY2968198236,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-jinonice-peroutkova/2968198236#img=0&fullscreen=false,1+kk,2687000,25,107480,"PSN, s.r.o.",Peroutkova,Praha 5,Jinonice
SREALITY406072412,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-vinohrady-perucka/406072412#img=0&fullscreen=false,1+kk,2484000,19,130736,"PSN, s.r.o.",Perucká,Praha 2,Vinohrady
SREALITY1976487004,https://www.sreality.cz/detail/prodej/byt/atypická/praha-nove-mesto-dlazdena/1976487004#img=0&fullscreen=false,atypická,57475000,N/A,N/A,"PSN, s.r.o.",Dlážděná,Praha 1,Nové Město
SREALITY3366456412,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zabehlice-ve-slatinach/3366456412#img=0&fullscreen=false,2+kk,4490000,47,95531,BLANC Reality,Ve slatinách,Praha 10,Záběhlice
SREALITY1873968988,https://www.sreality.cz/detail/prodej/byt/3+1/praha-karlin-pobrezni/1873968988#img=0&fullscreen=false,3+1,7350000,79,93037,Duna House,Pobřežní,Praha 8,Karlín
SREALITY61488988,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-karlin-rohanske-nabrezi/61488988#img=0&fullscreen=false,1+kk,4759000,30,158633,"Sekyra Group, a.s.",Rohanské nábřeží,Praha,Karlín
SREALITY1227476572,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-liben-smrckova/1227476572#img=0&fullscreen=false,3+kk,11499000,87,132172,N/A,Smrčkova,Praha 8,Libeň
SREALITY3097751132,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-vysocany-podebradska/3097751132#img=0&fullscreen=false,1+kk,2599000,22,118136,N/A,Poděbradská,Praha 9,Vysočany
SREALITY4020649564,https://www.sreality.cz/detail/prodej/byt/1+kk/praha--granitova/4020649564#img=0&fullscreen=false,1+kk,3700000,34,108823,N/A,Granitova,Praha,
SREALITY3383163996,https://www.sreality.cz/detail/prodej/byt/2+1/praha-vinohrady-perucka/3383163996#img=0&fullscreen=false,2+1,6508000,111,58630,"PSN, s.r.o.",Perucká,Praha 2,Vinohrady
SREALITY577985628,https://www.sreality.cz/detail/prodej/byt/3+1/praha-malesice-limuzska/577985628#img=0&fullscreen=false,3+1,5800000,65,89230,RE/MAX Partner,Limuzská,Praha 10,Malešice
SREALITY1953717340,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-modrany-bozeticka/1953717340#img=0&fullscreen=false,1+kk,2590000,32,80937,N/A,Božetická,Praha,Modřany
SREALITY1315134556,https://www.sreality.cz/detail/prodej/byt/1+1/praha-zbraslav-pod-havlinem/1315134556#img=0&fullscreen=false,1+1,2190000,33,66363,Reality Fronésis - Kateřina Mládková,Pod Havlínem,Praha 5,Zbraslav
SREALITY1644387420,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-stodulky-svitakova/1644387420#img=0&fullscreen=false,3+kk,7135705,88,81087,"FINEP CZ, a. s.",Svitákova,Praha 5,Stodůlky
SREALITY163339356,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-klanovice-/163339356#img=0&fullscreen=false,2+kk,6990000,59,118474,N/A,,Praha 9,Klánovice
SREALITY1739349084,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-satalice-/1739349084#img=0&fullscreen=false,4+kk,9800000,120,81666,RE/MAX APOLLO,,Praha 9,Satalice
SREALITY883711068,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-satalice-/883711068#img=0&fullscreen=false,2+kk,4800000,58,82758,RE/MAX APOLLO,,Praha 9,Satalice
